id,text,clean_text,department,category,severity,language,confidence,source
71,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा फ क्षेत्रीय कार्यालय आरोग्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा फ क्षेत्रीय कार्यालय आरोग्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
72,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा फ क्षेत्रीय कार्यालय पाणीपुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा फ क्षेत्रीय कार्यालय पाणीपुरवठा Sr. No. Work Order Details Year Tender Number Order Agreement No record found महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
73,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ग क्षेत्रीय कार्यालय स्थापत्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ग क्षेत्रीय कार्यालय स्थापत्य Sr. No. Work Order Details Year Tender Number Order Agreement No record found विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
74,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ग क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभागवार प्रसिद्ध झालेल्या निविदा मुख्य पृष्ठ / ई - पी.सी.एम. सी / विभागवार प्रसिद्ध झालेल्या निविदा ग क्षेत्रीय कार्यालय विदयुत Sr. No. Work Order Details Year Tender Number Order Agreement No record found 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
75,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ लोकसेवा हक्क अधिनियम मुख्य पृष्ठ / लोकसेवा हक्क अधिनियम लोकसेवा हक्क अधिनियम लोकसेवा हक्क कायद्यांतर्गत अधिसूचित सेवांची यादी सेवा हमी कायदा अधिसूचना १ सेवा हमी कायदा अधिसूचना २ सेवा हमी कायदा अधिसूचना ३ महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ लोकसेवा हक्क अधिनियम मुख्य पृष्ठ / लोकसेवा हक्क अधिनियम लोकसेवा हक्क अधिनियम लोकसेवा हक्क कायद्यांतर्गत अधिसूचित सेवांची यादी सेवा हमी कायदा अधिसूचना १ सेवा हमी कायदा अधिसूचना २ सेवा हमी कायदा अधिसूचना ३ महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
76,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महापालिका सभा मुख्य पृष्ठ / महापालिका सभा महापालिका सभा महापालिका सभा माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 16-03-2026 24-03-2026 2 / 05-03-2026 13-03-2026 1 / 24-01-2026 06-02-2026 Read Notice 20-02-2026 Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महापालिका सभा मुख्य पृष्ठ / महापालिका सभा महापालिका सभा महापालिका सभा माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 16-03-2026 24-03-2026 2 / 05-03-2026 13-03-2026 1 / 24-01-2026 06-02-2026 Read Notice 20-02-2026 Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
77,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महिला व बाल कल्याण समिति मुख्य पृष्ठ / महिला व बाल कल्याण समिति महिला व बाल कल्याण समिति महिला व बाल कल्याण समिति माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 20-03-2026 27-03-2026 2 / 06-03-2026 12-03-2026 1 / 23-02-2026 02-03-2026 Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महिला व बाल कल्याण समिति मुख्य पृष्ठ / महिला व बाल कल्याण समिति महिला व बाल कल्याण समिति महिला व बाल कल्याण समिति माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 20-03-2026 27-03-2026 2 / 06-03-2026 12-03-2026 1 / 23-02-2026 02-03-2026 Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
78,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विधी समिति मुख्य पृष्ठ / विधी समिति विधी समिति विधी समिति माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 2 / 16-03-2026 20-03-2026 1 / 23-02-2026 02-03-2026 Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विधी समिति मुख्य पृष्ठ / विधी समिति विधी समिति विधी समिति माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 2 / 16-03-2026 20-03-2026 1 / 23-02-2026 02-03-2026 Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
79,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ शहर सुधारणा समिती मुख्य पृष्ठ / शहर सुधारणा समिती शहर सुधारणा समिती शहर सुधारणा समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 18-03-2026 25-03-2026 3 / 18-03-2026 25-03-2026 2 / 06-03-2026 10-03-2026 1 / 23-02-2026 02-03-2026 Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ शहर सुधारणा समिती मुख्य पृष्ठ / शहर सुधारणा समिती शहर सुधारणा समिती शहर सुधारणा समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 18-03-2026 25-03-2026 3 / 18-03-2026 25-03-2026 2 / 06-03-2026 10-03-2026 1 / 23-02-2026 02-03-2026 Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
80,"पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती मुख्य पृष्ठ / क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 23-03-2026 27-03-2026 2 / 09-03-2026 13-03-2026 1 / 23-02-2026 02-03-2026 Back महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस","पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती मुख्य पृष्ठ / क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 3 / 23-03-2026 27-03-2026 2 / 09-03-2026 13-03-2026 1 / 23-02-2026 02-03-2026 Back महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस",Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
81,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ शिक्षण समिती मुख्य पृष्ठ / शिक्षण समिती शिक्षण समिती शिक्षण समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 2 / 16-03-2026 20-03-2026 1 / 23-02-2026 02-03-2026 Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ शिक्षण समिती मुख्य पृष्ठ / शिक्षण समिती शिक्षण समिती शिक्षण समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक 2 / 16-03-2026 20-03-2026 1 / 23-02-2026 02-03-2026 Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
82,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ अ क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / अ क्षेत्रीय कार्यालय समिती अ क्षेत्रीय कार्यालय समिती अ क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ अ क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / अ क्षेत्रीय कार्यालय समिती अ क्षेत्रीय कार्यालय समिती अ क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
83,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ब क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / ब क्षेत्रीय कार्यालय समिती ब क्षेत्रीय कार्यालय समिती ब क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ब क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / ब क्षेत्रीय कार्यालय समिती ब क्षेत्रीय कार्यालय समिती ब क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
84,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ क क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / क क्षेत्रीय कार्यालय समिती क क्षेत्रीय कार्यालय समिती क क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ क क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / क क्षेत्रीय कार्यालय समिती क क्षेत्रीय कार्यालय समिती क क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
85,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ड क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / ड क्षेत्रीय कार्यालय समिती ड क्षेत्रीय कार्यालय समिती ड क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ड क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / ड क्षेत्रीय कार्यालय समिती ड क्षेत्रीय कार्यालय समिती ड क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
86,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ इ क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / इ क्षेत्रीय कार्यालय समिती इ क्षेत्रीय कार्यालय समिती इ क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ इ क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / इ क्षेत्रीय कार्यालय समिती इ क्षेत्रीय कार्यालय समिती इ क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
87,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ फ क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / फ क्षेत्रीय कार्यालय समिती फ क्षेत्रीय कार्यालय समिती फ क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ फ क्षेत्रीय कार्यालय समिती मुख्य पृष्ठ / फ क्षेत्रीय कार्यालय समिती फ क्षेत्रीय कार्यालय समिती फ क्षेत्रीय कार्यालय समिती माहिती सभेची माहिती कार्यपत्रिका क्रमांक व दिनांक सभेचा नियोजित दिनांक तहकुबी सूचना (असल्यास) ठराव क्रमांक व दिनांक माहिती उपलब्ध नाही Back विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
